baseStoryId,baseStoryTitle,contentWorld,contentLabel,sourceSensitivityTier,primaryValue,supportingValue,carryingWordSeed,ageBandCoverage,plannedExperienceCount,sourceSummary,parentSourceNote,authenticityRisk,ritualPotential,parentMirrorPotential,bedtimePotential,releasePhase,releasePriority,reviewStatus,notes
"BSI-0340","festivals story seed 10","festivals","festival_cultural_context","tier_3_cultural_festival","service","wisdom","service","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","high","public_beta","P1","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0341","festivals story seed 11","festivals","festival_cultural_context","tier_3_cultural_festival","kindness","humility","kindness","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","later_phase","P1","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0342","festivals story seed 12","festivals","festival_cultural_context","tier_3_cultural_festival","courage","compassion","courage","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","high","medium","private_alpha","P2","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0343","festivals story seed 13","festivals","festival_cultural_context","tier_3_cultural_festival","truth","discipline","truth","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","public_beta","P2","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0344","festivals story seed 14","festivals","festival_cultural_context","tier_3_cultural_festival","patience","service","patience","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","later_phase","P2","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0345","festivals story seed 15","festivals","festival_cultural_context","tier_3_cultural_festival","gratitude","wisdom","gratitude","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","high","private_alpha","P3","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0346","festivals story seed 16","festivals","festival_cultural_context","tier_3_cultural_festival","humility","humility","humility","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","high","medium","public_beta","P3","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0347","festivals story seed 17","festivals","festival_cultural_context","tier_3_cultural_festival","devotion","compassion","devotion","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","later_phase","P3","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0348","festivals story seed 18","festivals","festival_cultural_context","tier_3_cultural_festival","friendship","discipline","friendship","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","medium","private_alpha","P3","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0349","festivals story seed 19","festivals","festival_cultural_context","tier_3_cultural_festival","generosity","service","generosity","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","public_beta","P3","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0350","festivals story seed 20","festivals","festival_cultural_context","tier_3_cultural_festival","focus","wisdom","focus","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","high","high","later_phase","P1","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0351","festivals story seed 21","festivals","festival_cultural_context","tier_3_cultural_festival","forgiveness","humility","forgiveness","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","medium","private_alpha","P1","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0352","festivals story seed 22","festivals","festival_cultural_context","tier_3_cultural_festival","discipline","compassion","discipline","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","public_beta","P2","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0353","festivals story seed 23","festivals","festival_cultural_context","tier_3_cultural_festival","compassion","discipline","compassion","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","later_phase","P2","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0354","festivals story seed 24","festivals","festival_cultural_context","tier_3_cultural_festival","respect","service","respect","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","high","medium","private_alpha","P2","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0355","festivals story seed 25","festivals","festival_cultural_context","tier_3_cultural_festival","curiosity","wisdom","curiosity","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","high","public_beta","P3","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0356","festivals story seed 26","festivals","festival_cultural_context","tier_3_cultural_festival","responsibility","humility","responsibility","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","later_phase","P3","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0357","festivals story seed 27","festivals","festival_cultural_context","tier_3_cultural_festival","calm","compassion","calm","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","medium","private_alpha","P3","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0358","festivals story seed 28","festivals","festival_cultural_context","tier_3_cultural_festival","self-control","discipline","self-control","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","high","medium","public_beta","P3","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0359","festivals story seed 29","festivals","festival_cultural_context","tier_3_cultural_festival","wisdom","service","wisdom","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","later_phase","P3","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0360","festivals story seed 30","festivals","festival_cultural_context","tier_3_cultural_festival","service","wisdom","service","ages_3_5|ages_6_8|ages_9_12","3","Festival context story from widely observed family practice patterns with regional variation notes pending.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","high","private_alpha","P1","needs_tone_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0361","everyday little dharma story seed 1","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","kindness","humility","kindness","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","public_beta","P1","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0362","everyday little dharma story seed 2","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","courage","compassion","courage","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","later_phase","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0363","everyday little dharma story seed 3","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","truth","discipline","truth","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","medium","private_alpha","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0364","everyday little dharma story seed 4","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","patience","service","patience","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","high","medium","public_beta","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0365","everyday little dharma story seed 5","everyday_little_dharma","original_little_dharma_story","tier_4_original_values","gratitude","wisdom","gratitude","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","high","later_phase","P3","approved_for_prototype","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0366","everyday little dharma story seed 6","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","humility","humility","humility","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","medium","private_alpha","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0367","everyday little dharma story seed 7","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","devotion","compassion","devotion","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","public_beta","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0368","everyday little dharma story seed 8","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","friendship","discipline","friendship","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","high","medium","later_phase","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0369","everyday little dharma story seed 9","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","generosity","service","generosity","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","medium","private_alpha","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0370","everyday little dharma story seed 10","everyday_little_dharma","original_little_dharma_story","tier_4_original_values","focus","wisdom","focus","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","high","public_beta","P1","approved_for_prototype","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0371","everyday little dharma story seed 11","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","forgiveness","humility","forgiveness","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","later_phase","P1","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0372","everyday little dharma story seed 12","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","discipline","compassion","discipline","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","high","medium","private_alpha","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0373","everyday little dharma story seed 13","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","compassion","discipline","compassion","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","public_beta","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0374","everyday little dharma story seed 14","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","respect","service","respect","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","later_phase","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0375","everyday little dharma story seed 15","everyday_little_dharma","original_little_dharma_story","tier_4_original_values","curiosity","wisdom","curiosity","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","high","private_alpha","P3","approved_for_prototype","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0376","everyday little dharma story seed 16","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","responsibility","humility","responsibility","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","high","medium","public_beta","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0377","everyday little dharma story seed 17","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","calm","compassion","calm","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","later_phase","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0378","everyday little dharma story seed 18","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","self-control","discipline","self-control","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","medium","private_alpha","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0379","everyday little dharma story seed 19","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","wisdom","service","wisdom","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","public_beta","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0380","everyday little dharma story seed 20","everyday_little_dharma","original_little_dharma_story","tier_4_original_values","service","wisdom","service","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","high","high","later_phase","P1","approved_for_prototype","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0381","everyday little dharma story seed 21","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","kindness","humility","kindness","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","medium","private_alpha","P1","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0382","everyday little dharma story seed 22","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","courage","compassion","courage","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","public_beta","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0383","everyday little dharma story seed 23","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","truth","discipline","truth","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","later_phase","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0384","everyday little dharma story seed 24","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","patience","service","patience","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","high","medium","private_alpha","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0385","everyday little dharma story seed 25","everyday_little_dharma","original_little_dharma_story","tier_4_original_values","gratitude","wisdom","gratitude","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","high","public_beta","P3","approved_for_prototype","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0386","everyday little dharma story seed 26","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","humility","humility","humility","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","later_phase","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0387","everyday little dharma story seed 27","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","devotion","compassion","devotion","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","medium","private_alpha","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0388","everyday little dharma story seed 28","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","friendship","discipline","friendship","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","high","medium","public_beta","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0389","everyday little dharma story seed 29","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","generosity","service","generosity","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","later_phase","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0390","everyday little dharma story seed 30","everyday_little_dharma","original_little_dharma_story","tier_4_original_values","focus","wisdom","focus","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","high","private_alpha","P1","approved_for_prototype","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0391","everyday little dharma story seed 31","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","forgiveness","humility","forgiveness","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","public_beta","P1","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0392","everyday little dharma story seed 32","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","discipline","compassion","discipline","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","high","medium","later_phase","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0393","everyday little dharma story seed 33","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","compassion","discipline","compassion","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","medium","private_alpha","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0394","everyday little dharma story seed 34","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","respect","service","respect","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","public_beta","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0395","everyday little dharma story seed 35","everyday_little_dharma","original_little_dharma_story","tier_4_original_values","curiosity","wisdom","curiosity","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","high","later_phase","P3","approved_for_prototype","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0396","everyday little dharma story seed 36","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","responsibility","humility","responsibility","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","high","medium","private_alpha","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0397","everyday little dharma story seed 37","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","calm","compassion","calm","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","public_beta","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0398","everyday little dharma story seed 38","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","self-control","discipline","self-control","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","later_phase","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0399","everyday little dharma story seed 39","everyday_little_dharma","everyday_values_story","tier_5_everyday_modern","wisdom","service","wisdom","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","medium","private_alpha","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0400","everyday little dharma story seed 40","everyday_little_dharma","original_little_dharma_story","tier_4_original_values","service","wisdom","service","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","high","high","public_beta","P1","approved_for_prototype","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0401","nature gratitude family school story seed 1","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","kindness","humility","kindness","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","private_alpha","P1","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0402","nature gratitude family school story seed 2","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","courage","compassion","courage","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","public_beta","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0403","nature gratitude family school story seed 3","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","truth","discipline","truth","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","medium","later_phase","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0404","nature gratitude family school story seed 4","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","patience","service","patience","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","high","medium","private_alpha","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0405","nature gratitude family school story seed 5","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","gratitude","wisdom","gratitude","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","high","public_beta","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0406","nature gratitude family school story seed 6","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","humility","humility","humility","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","medium","later_phase","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0407","nature gratitude family school story seed 7","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","devotion","compassion","devotion","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","private_alpha","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0408","nature gratitude family school story seed 8","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","friendship","discipline","friendship","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","high","medium","public_beta","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0409","nature gratitude family school story seed 9","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","generosity","service","generosity","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","medium","later_phase","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0410","nature gratitude family school story seed 10","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","focus","wisdom","focus","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","high","private_alpha","P1","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0411","nature gratitude family school story seed 11","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","forgiveness","humility","forgiveness","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","public_beta","P1","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0412","nature gratitude family school story seed 12","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","discipline","compassion","discipline","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","high","medium","later_phase","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0413","nature gratitude family school story seed 13","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","compassion","discipline","compassion","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","private_alpha","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
